product_name,price_int,price_dec,seller,a-size-small href 2
Ladies Lace-Up Wedges Square-Toe Fabric-And-Synthetic Oxfords Shoes,46,99,A&N,https://www.amazon.com/gp/offer-listing/B071KBCGQ8/ref=sr_1_7081_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7081&nodeID=679415011&psd=1&condition=new
Apfel - Blush Pink Suede Tassel Slide Loafer - Size: 6.5,120,00,,
Women's Lenox Bloom Suede/Basketweave 10 B US,69,95,TOMS,
Women's Lenox Bloom Suede/Basketweave 7.5 B US,69,95,TOMS,
Women's Lenox Bloom Suede/Basketweave 6.5 B US,62,99,TOMS,
Women's Lenox Birch Suede/Basketweave 5.5 B US,59,99,TOMS,
Women's National Style Embroidered Loafers Cloth Flat Shoes,12,21,BININBOX,
RUBINI Elegant Woman 5 US/ 35 EU Burgundy Shiny Leather,59,00,Olga,https://www.amazon.com/gp/offer-listing/B071HLYWCQ/ref=sr_1_7088_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7088&nodeID=679415011&psd=1&condition=new
Elegant Woman 10 US/ 40 EU Black Leather,59,00,ROSSANO BISCONTI,https://www.amazon.com/gp/offer-listing/B071H9P11Y/ref=sr_1_7089_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7089&nodeID=679415011&psd=1&condition=new
Alvra Low Leather Casual Shoe - Women's-Dark 3020-5830-7407-US 6,148,95,Mammut,
Elegant Woman 7 US/ 37 EU Burgundy Shiny Leather,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B071GR1QLM/ref=sr_1_7091_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7091&nodeID=679415011&psd=1&condition=new
"Elegant Woman 7,5 US/37,5 EU Burgundy Shiny Leather",199,00,MOMA,https://www.amazon.com/gp/offer-listing/B071GR1DTR/ref=sr_1_7092_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7092&nodeID=679415011&psd=1&condition=new
Women's Lenox Bloom Suede/Basketweave 6 B US,62,99,TOMS,
Women's Lenox Black Textured Chambray 12 B US,47,99,TOMS,
Women's Lenox Black Textured Chambray 5.5 B US,47,99,TOMS,
Women's Lenox Birch Suede/Basketweave 11 B US,64,95,TOMS,
Women's Classic Leather Formal Shoes h259 Route restyling Elastico Silver,294,00,Hogan,
"Men's Marino Wingtip Oxfords, Created for Macy's, Brown, 9D",99,00,,
RUBINI Elegant Woman 8 US/ 38 EU Burgundy Shiny Leather,59,00,Olga,https://www.amazon.com/gp/offer-listing/B071F1B88H/ref=sr_1_7099_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7099&nodeID=679415011&psd=1&condition=new
Elegant Woman 6 US/36 EU Brown Leather Patent Leather,89,00,CALPIERRE,https://www.amazon.com/gp/offer-listing/B071DTHGML/ref=sr_1_7100_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7100&nodeID=679415011&psd=1&condition=new
Elegant Woman 11 US/ 41 EU Gray Leather,129,00,Alberto Guardiani,https://www.amazon.com/gp/offer-listing/B071DB1C6Y/ref=sr_1_7101_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7101&nodeID=679415011&psd=1&condition=new
Pattie Monk Strap Black/Light Burgundy Lace up,618,00,Church's,https://www.amazon.com/gp/offer-listing/B071D93CPD/ref=sr_1_7102_olp?s=apparel&ie=UTF8&qid=1536138335&sr=1-7102&nodeID=679415011&psd=1&condition=new
Women's A3000w Classic Strap Oxford Flat,134,97,Apex,
Women's A3000w Classic Strap Oxford Flat,134,95,Apex,
"Asm Brown Leather Oxford/Brogue Shoes Handmade Neolite Sole, Soft Leather Insole, Fully Soft Leather Lining and PU Foot Pad For Optimum Comfort For Men - HU119",85,00,ASM AGRA SHOE MART,https://www.amazon.com/gp/offer-listing/B071956HTV/ref=sr_1_7105_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7105&nodeID=679415011&psd=1&condition=new
"Women's Leather Oxfords with Trendy Fringe (6, Pink)",129,95,BOBERCK,https://www.amazon.com/gp/offer-listing/B0716RQDZN/ref=sr_1_7106_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7106&nodeID=679415011&psd=1&condition=new
"A3000WW05 Oxford Flat,",134,95,Apex,
Womens/Ladies Carey Casual Lace Up Derby Brogue,31,95,Divaz,
Paloma Barcelo' Elegant Woman 11 US/41 EU Black Leather,96,00,Paloma Barcelo,https://www.amazon.com/gp/offer-listing/B06ZYTGBLV/ref=sr_1_7109_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7109&nodeID=679415011&psd=1&condition=new
Women's A3000w Classic Strap Oxford Flat,70,00,Apex,
Womens Chinese Embroidery Casual Walking Slippers Flat Sandal Shoe,31,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06ZY6NF7S/ref=sr_1_7111_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7111&nodeID=679415011&psd=1&condition=new
Isabel Women's Black Suede Strappy Sandals US6,69,99,,
Women'S Platform Lace-Up Wingtips Square Toe Oxfords Shoe,34,03,BUYEONLINE,
Elegant Woman 7 US/ 37 EU Black Leather Suede,179,00,MOMA,https://www.amazon.com/gp/offer-listing/B06Y6CQFJ7/ref=sr_1_7114_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7114&nodeID=679415011&psd=1&condition=new
Isabel Women's Black Suede Strappy Sandals US10,69,99,,
Isabel Women's Black Suede Strappy Sandals US7,69,99,,
Ladies Lace-up Platform Square Heels Urethane Oxfords-Shoes,38,99,BalaMasa,
Isabel Women's Black Suede Strappy Sandals US5,69,99,,
Elegant Woman 7 US/37 EU White Silver Leather,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B06Y5RPBCR/ref=sr_1_7119_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7119&nodeID=679415011&psd=1&condition=new
Elegant Woman 7 US/ 37 EU White Leather,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B06Y5Q1RGC/ref=sr_1_7120_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7120&nodeID=679415011&psd=1&condition=new
Womens homiee Leather Closed Toe Loafers,69,99,,
Isabel-G Women's Black Suede Strappy Sandals US7,69,99,,
Isabel-G Women's Black Suede Strappy Sandals US7,69,99,,
Isabel Women's Black Suede Strappy Sandals US8,69,99,,
Elegant Woman 7 US/ 37 EU Blue Leather,169,00,MOMA,https://www.amazon.com/gp/offer-listing/B06Y5DZPGB/ref=sr_1_7125_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7125&nodeID=679415011&psd=1&condition=new
Women Ladies Classic Oxford Flats Casual Hollow Out Sport Shoes,23,99,Lulyn,https://www.amazon.com/gp/offer-listing/B06Y5CS338/ref=sr_1_7126_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7126&nodeID=679415011&psd=1&condition=new
Women Fashion Comfort Oxford Flats Genuine Leather Walking Shoes,26,99,Lulyn,https://www.amazon.com/gp/offer-listing/B06Y594P4K/ref=sr_1_7127_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7127&nodeID=679415011&psd=1&condition=new
Elegant Woman 7 US/ 37 EU White Leather,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B06Y56FSBQ/ref=sr_1_7128_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7128&nodeID=679415011&psd=1&condition=new
Ladies Square Heels Lace-up Platform Patent-Leather Oxfords-Shoes,38,99,BalaMasa,
Women's Comfy Low Top Lace Up Mid Wedge Heels Platform Sneakers,36,96,,
Bella Dark Shadow Metallic - 28204301602,207,00,,
Womens Embroidery Batik Contrast Color Wedge Party Increased Rubber Sole Walking Mary Jane Shoes,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06Y48SQ59/ref=sr_1_7132_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7132&nodeID=679415011&psd=1&condition=new
Women's Peony Embroidery Rubber Sole Ankle Belt Mary Jane Shoes,16,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06Y48JW79/ref=sr_1_7133_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7133&nodeID=679415011&psd=1&condition=new
Womens Honeybee Embroidery Rubber Sole Flats Loafer Shoes,19,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06Y486G1N/ref=sr_1_7134_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7134&nodeID=679415011&psd=1&condition=new
Women's Chinese Embroidery Dance Beaded Bandage Mary Jane Flats Ballet Shoes Sandals,16,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06Y486BH5/ref=sr_1_7135_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7135&nodeID=679415011&psd=1&condition=new
Womens Embroideried Elastic Band Comfortable Flats Loafer Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06Y47XSF6/ref=sr_1_7136_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7136&nodeID=679415011&psd=1&condition=new
Floral Embroidery Platform Wedge Comfortable Dancing Dress Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06Y47NBCG/ref=sr_1_7137_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7137&nodeID=679415011&psd=1&condition=new
Womens Embroidery Twine Weave Frog Adron Comfortable Flats Shoes,15,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06Y4768BB/ref=sr_1_7138_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7138&nodeID=679415011&psd=1&condition=new
Elegant Woman 7 US/37 EU Brown Leather,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B06Y46N2RH/ref=sr_1_7139_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7139&nodeID=679415011&psd=1&condition=new
Elegant Woman 7 US/ 37 EU Pink Shiny Leather,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B06Y45BJL5/ref=sr_1_7140_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7140&nodeID=679415011&psd=1&condition=new
Elegant Woman 7 US/37 EU Pink Black Leather,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B06Y454KYC/ref=sr_1_7141_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7141&nodeID=679415011&psd=1&condition=new
Elegant Woman 7 US/ 37 EU Brown White Leather,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B06Y42M6CP/ref=sr_1_7142_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7142&nodeID=679415011&psd=1&condition=new
Elegant Woman 7 US/ 37 EU Blue White Leather,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B06Y414J9V/ref=sr_1_7143_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7143&nodeID=679415011&psd=1&condition=new
Elegant Woman 7 US/ 37 EU Green Leather,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B06Y3T6ZL3/ref=sr_1_7144_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7144&nodeID=679415011&psd=1&condition=new
Elegant Woman 5 US/35 EU Black Leather,84,00,Roberto Botticelli,https://www.amazon.com/gp/offer-listing/B06Y2GCY9X/ref=sr_1_7145_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7145&nodeID=679415011&psd=1&condition=new
Elegant Woman 7 US/ 37 EU Green Suede,199,00,MOMA,https://www.amazon.com/gp/offer-listing/B06Y161B62/ref=sr_1_7146_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7146&nodeID=679415011&psd=1&condition=new
Women's Lace-Up Comfort Casual Low Heel Oxfords Shoes,28,00,Carolbar,
Elegant Woman 7 US/37 EU Green Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XYBZ5CC/ref=sr_1_7148_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7148&nodeID=679415011&psd=1&condition=new
Women Chinese Summer Breathable Casual Wedges Embroidered Sandals Walking Rubber Sole Shoes for Cheongsam,23,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY96BWL/ref=sr_1_7149_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7149&nodeID=679415011&psd=1&condition=new
Elegant Woman 10 US/40 EU Black White Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY8GL5X/ref=sr_1_7150_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7150&nodeID=679415011&psd=1&condition=new
Women Peking Opera Chinese Casual Embroidered Dancewear Oxfords Rubber Sole Mary Jane Dance Flat Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY87R8Z/ref=sr_1_7151_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7151&nodeID=679415011&psd=1&condition=new
Women Chinese Dancewear Embroidered Oxfords Rubber Sole Mary Jane Dance Flat Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY87R85/ref=sr_1_7152_olp?s=apparel&ie=UTF8&qid=1536138337&sr=1-7152&nodeID=679415011&psd=1&condition=new
Women Chinese Summer Breathable Casual Embroidered Travel Walking Sneaker Rubber Sole Sport Shoes,22,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY84RR1/ref=sr_1_7153_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7153&nodeID=679415011&psd=1&condition=new
Women Chinese Dancewear Embroidered Oxfords Rubber Sole Mary Jane Dance Flat Shoes,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY7XQQ6/ref=sr_1_7154_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7154&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Oxfords Rubber Sole Mary Jane Dance Flat Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY7XQNR/ref=sr_1_7155_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7155&nodeID=679415011&psd=1&condition=new
Women Chinese Summer Breathable Casual Embroidered Travel Walking Sneaker Rubber Sole Sport Shoes,22,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY7P8KS/ref=sr_1_7156_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7156&nodeID=679415011&psd=1&condition=new
Women Chinese Wintersweet Embroidered Oxfords Rubber Sole Mary Jane Dance Flat Shoes,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY7P8KN/ref=sr_1_7157_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7157&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Dancewear Oxfords Rubber Sole Mary Jane Dance Flat Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY7P4KF/ref=sr_1_7158_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7158&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Dancewear Oxfords Rubber Sole Mary Jane Walking Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY7P4K9/ref=sr_1_7159_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7159&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Dancewear Oxfords Rubber Sole Mary Jane Dance Flat Shoes,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY7P4J6/ref=sr_1_7160_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7160&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Dancewear Oxfords Rubber Sole Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY7P4J5/ref=sr_1_7161_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7161&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Oxfords Rubber Sole Mary Jane Dance Flat Shoes,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY7M1N5/ref=sr_1_7162_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7162&nodeID=679415011&psd=1&condition=new
Elegant Woman 9 US/39 EU Black White Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY7K2LF/ref=sr_1_7163_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7163&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Oxfords Rubber Sole Mary Jane Dance Flat Shoes,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY7K16Z/ref=sr_1_7164_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7164&nodeID=679415011&psd=1&condition=new
Elegant Woman 8 US/38 EU Green Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY7JCZ8/ref=sr_1_7165_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7165&nodeID=679415011&psd=1&condition=new
Women Chinese Embroidered Oxfords Rubber Sole Mary Jane Dance Flat Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY7HR4D/ref=sr_1_7166_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7166&nodeID=679415011&psd=1&condition=new
Elegant Woman 6 US/40 EU Purple Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY7GXFR/ref=sr_1_7167_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7167&nodeID=679415011&psd=1&condition=new
Women Chinese Embroidered Oxfords Rubber Sole Mary Jane Dance Flat Shoes,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY7FQQV/ref=sr_1_7168_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7168&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Dancewear Oxfords Rubber Sole Mary Jane Dance Flat Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY7FN5D/ref=sr_1_7169_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7169&nodeID=679415011&psd=1&condition=new
Women Chinese Embroidered Oxfords Rubber Sole Mary Jane Dance Flat Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY784TF/ref=sr_1_7170_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7170&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Dancewear Oxfords Rubber Sole Mary Jane Dance Flat Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY77P5P/ref=sr_1_7171_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7171&nodeID=679415011&psd=1&condition=new
Women Chinese Flower Embroidered Oxfords Rubber Sole Mary Jane Flat Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY77P5J/ref=sr_1_7172_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7172&nodeID=679415011&psd=1&condition=new
Elegant Woman 9 US/ 39 EU Purple Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY768VF/ref=sr_1_7173_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7173&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Oxfords Rubber Sole Slipper Shoes,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY6NHBR/ref=sr_1_7174_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7174&nodeID=679415011&psd=1&condition=new
Women Chinese Crane Embroidered Oxfords Rubber Sole Mary Jane Dance Flat Shoes,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY6MLV1/ref=sr_1_7175_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7175&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Dancewear Oxfords Rubber Sole Mary Jane Dance Flat Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY6MLTW/ref=sr_1_7176_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7176&nodeID=679415011&psd=1&condition=new
Women Chinese Dancewear Embroidered Oxfords Rubber Sole Mary Jane Dance Flat Shoes,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY6L8F7/ref=sr_1_7177_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7177&nodeID=679415011&psd=1&condition=new
Women Chinese Sun Flower Embroidered Oxfords Rubber Sole Mary Jane Dance Flat Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY6HKPT/ref=sr_1_7178_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7178&nodeID=679415011&psd=1&condition=new
Women's Elegant/Oxford-Shoes 7 US/37 EU Black White Leather Studs AE931,75,00,,https://www.amazon.com/gp/offer-listing/B06XY68PF8/ref=sr_1_7179_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7179&nodeID=679415011&psd=1&condition=new
Elegant Woman 9 US/ 39 EU Black White Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY6657Q/ref=sr_1_7180_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7180&nodeID=679415011&psd=1&condition=new
Elegant Woman 8 US/ 38 EU Black White Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY63ZRF/ref=sr_1_7181_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7181&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Dancewear Oxfords Rubber Sole Sport Shoes,17,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY62R97/ref=sr_1_7182_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7182&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Oxfords Rubber Sole Mary Jane Dance Flat Shoes,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY5VCWD/ref=sr_1_7183_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7183&nodeID=679415011&psd=1&condition=new
Elegant Woman 7 US/ 37 EU Black White Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY5CGTF/ref=sr_1_7184_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7184&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Oxfords Rubber Sole Mary Jane Dance Flat Shoes,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY589T3/ref=sr_1_7185_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7185&nodeID=679415011&psd=1&condition=new
Elegant Woman 7 US/ 37 EU Black White Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY4J8GF/ref=sr_1_7186_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7186&nodeID=679415011&psd=1&condition=new
Elegant Woman 10 US/40 EU Purple Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY4CWL9/ref=sr_1_7187_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7187&nodeID=679415011&psd=1&condition=new
Elegant Woman 6 US/36 EU Black White Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY4CW7V/ref=sr_1_7188_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7188&nodeID=679415011&psd=1&condition=new
Elegant Woman 10 US/ 40 EU Green Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY4BVVD/ref=sr_1_7189_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7189&nodeID=679415011&psd=1&condition=new
Elegant Woman 7 US/37 EU Black White Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY4BCWT/ref=sr_1_7190_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7190&nodeID=679415011&psd=1&condition=new
Elegant Woman 6 US/36 EU Purple Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY489JF/ref=sr_1_7191_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7191&nodeID=679415011&psd=1&condition=new
Elegant Woman 6 US/36 EU Green Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY46QMP/ref=sr_1_7192_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7192&nodeID=679415011&psd=1&condition=new
Elegant Woman 8 US/38 EU Purple Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XY46QBJ/ref=sr_1_7193_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7193&nodeID=679415011&psd=1&condition=new
Women Chinese Casual Embroidered Dancewear Oxfords Rubber Sole Mary Jane Dance Flat Shoes,18,99,ZYZF,https://www.amazon.com/gp/offer-listing/B06XY2T3R7/ref=sr_1_7194_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7194&nodeID=679415011&psd=1&condition=new
Elegant Woman 9 US/39 EU Green Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XXZYL7P/ref=sr_1_7195_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7195&nodeID=679415011&psd=1&condition=new
Elegant Woman 6 US/36 EU Black White Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XXTHRWK/ref=sr_1_7196_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7196&nodeID=679415011&psd=1&condition=new
Elegant Woman 7 US/ 37 EU Purple Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XXT8LYS/ref=sr_1_7197_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7197&nodeID=679415011&psd=1&condition=new
Elegant Woman 7 US/ 37 EU Purple Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XXQ93DF/ref=sr_1_7198_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7198&nodeID=679415011&psd=1&condition=new
Elegant Woman 10 US/ 40 EU Black White Leather,85,00,,https://www.amazon.com/gp/offer-listing/B06XXPXRFV/ref=sr_1_7199_olp?s=apparel&ie=UTF8&qid=1536138340&sr=1-7199&nodeID=679415011&psd=1&condition=new
